	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
34813001_34813210_Os03g0828800	20.67281463	25.00647329	22.55410865	11.01526078	10.75656969	13.15977943	14.75260979	16.00736949
34825531_34826128_Os03g0829200	38.39237004	42.0840648	33.83116298	30.68536932	122.4200075	106.1007216	127.8559515	112.0515865
34828730_34828971_Os03g0829466	7.875357956	4.879311861	9.021643462	7.081239075	15.36652813	19.73966914	31.34929581	22.74731454
34828734_34828944_Os03g0829200	7.875357956	4.879311861	10.52525071	7.868043416	21.51313938	28.7870175	37.49621655	23.58980768
3483801_3484012_Os03g0164800	3.937678978	6.099139827	3.007214487	11.01526078	3.585523231	9.047348356	3.688152448	3.369972525
348432_348792_Os03g0105800	33.47027131	41.47415082	39.09378833	46.42145616	43.02627877	50.99414528	44.87252145	36.22720464
34896338_34896783_Os03g0830900	351.4378488	384.8557231	414.9955992	380.8133014	329.8681372	344.6217237	306.1166532	312.5649517
34914193_34914637_Os03g0831200	616.24676	544.0432725	493.9349795	498.8339526	415.4084772	478.6869766	468.3953609	404.396703
34918675_34918855_Os03g0831300	38.39237004	43.91380675	54.88166439	40.91382577	35.85523231	32.07696235	37.49621655	43.80964283
34940978_34941365_Os03g0831800	154.5538999	129.9116783	148.8571171	117.2338469	124.9810955	149.692491	178.2607016	142.3813392
34972334_34972691_Os03g0832500	57.09634518	61.60131225	64.65511148	58.22352128	53.27063086	48.52668664	47.94598182	66.55695737
35014796_35014947_Os03g0833300	151.6006407	117.1034847	131.5656338	132.1831294	132.6643595	140.6451426	145.0673296	104.4691483
35055039_35055308_Os03g0834050	38.39237004	35.98492498	39.09378833	44.84784747	44.56293158	43.59176935	53.47821049	43.80964283
35120851_35121327_Os03g0835800	428.2225889	522.6962831	570.618949	431.1687792	487.6311594	539.5509565	507.1209616	488.6460161
35135112_35135741_Os03g0836200	2093.860797	1942.576035	2078.737014	2060.640571	1901.863965	2042.23327	2057.989066	2045.573323
35196784_35197101_Os03g0837350	344.5469106	356.1897659	356.3549167	332.8182365	341.1369245	342.1542651	312.2635739	339.5247319
35208528_35208914_Os03g0837800	12.79745668	10.36853771	9.021643462	8.654847758	24.58644501	21.38464157	27.66114336	39.59717717
35259525_35260207_Os03g0839100	428.2225889	469.0238527	469.12546	415.4326924	432.8238757	433.4502349	427.8256839	443.151387
35260950_35261041_Os03g0839100	90.56661649	68.31036606	64.65511148	81.04084719	84.00368712	81.4261352	87.2862746	79.19435434
35338489_35338668_Os03g0840500	141.7564432	126.8621084	104.5007034	147.1324119	105.5168265	84.71608006	95.89196364	80.03684747
35382774_35383277_Os03g0841700	179.1643935	209.81041	190.2063163	217.1579983	156.2263693	183.4144258	180.1047779	174.3960782
35426895_35428063_Os03g0842700	361.2820462	354.9699379	350.3404878	331.2446278	321.160438	301.8524406	328.8602599	347.1071701
35453452_35453692_Os03g0843600	39.37678978	31.7155271	30.07214487	36.19299972	42.51406116	46.05922799	41.184369	53.9195604
35466056_35466386_Os03g0843700	230.3542202	277.5108621	277.4155365	269.0870848	275.0608536	268.1305058	260.0147476	299.9275547
35479688_35479958_Os03g0844000	78.75357956	107.3448609	87.20922013	84.18806456	61.46611253	48.52668664	47.33128975	50.54958788
35503127_35503751_Os03g0844500	153.5694801	206.7608401	190.2063163	162.0816944	168.5195918	166.1422153	189.325159	181.1360232
35503572_35503751_Os03g0844600	23.62607387	39.64440887	33.83116298	27.53815196	18.43983376	20.56215535	41.79906108	21.06232828
35524250_35524430_Os03g0845000	51.18982671	60.38148428	50.37084266	45.63465182	88.61364556	82.24862142	84.8275063	87.61928565
3555489_3555846_Os03g0165900	42.33004901	57.33191437	46.61182455	47.2082605	71.71046462	81.4261352	78.06589348	70.76942303
35557719_35558018_Os03g0845500	68.90938211	75.01941987	81.19479116	72.38599943	70.1738118	72.37878685	67.61612821	59.81701232
35606763_35606823_Os03g0846900	22.64165412	27.44612922	32.32755574	38.55341274	23.5620098	14.80475186	12.90853357	10.95241071
35629291_35629619_Os03g0847500	128.9589865	148.2090978	178.929262	145.5588032	151.1041933	150.5149772	145.6820217	146.5938048
35673727_35674293_Os03g0848400	186.0553317	183.5841088	196.9725489	206.1427375	170.0562447	160.3848118	177.0313175	184.5059957
35769801_35770431_Os03g0850000	409.5186137	397.6639167	481.154318	437.463214	360.0889759	384.9235482	385.4119308	405.2391961
35830112_35830202_Os03g0851100	92.53545598	76.23924783	71.42134407	88.90889061	69.14937659	92.11845599	79.29527763	75.82438181
35830127_35830218_Os03g0851150	44.2988885	25.00647329	27.06493039	33.04578235	27.65975064	38.65685207	33.19337203	33.69972525
35860010_35860488_Os03g0851600	123.0524681	139.670302	152.6161352	145.5588032	133.1765771	144.7575737	131.544104	139.0113667
35867116_35867786_Os03g0851800	360.2976265	411.0820243	414.2437956	410.7118663	417.9695652	405.4857036	397.0910802	440.6239076
35874947_35875432_Os03g0851900	87.61335726	100.0258932	97.73447084	75.5332168	108.0779145	95.40840084	119.8649546	97.72920323
35900826_35901245_Os03g0852700	220.5100228	239.0862812	240.577159	262.0058458	199.7648657	197.3966914	179.4900858	176.0810644
35955548_35955965_Os03g0853600	75.80032033	67.09053809	61.64789699	75.5332168	67.61272378	52.63911771	54.09290257	59.81701232
35976890_35977068_Os03g0854100	441.0200455	389.1251209	402.9667413	428.8083662	358.0401055	313.3672476	330.7043362	336.9972525
35985416_35985772_Os03g0854300	177.195554	179.9246249	185.6954946	180.9649986	154.6897165	150.5149772	153.0583266	163.4436675
36043437_36043792_Os03g0855100	22.64165412	22.56681736	14.28426881	25.17773893	28.17196824	26.31955885	27.66114336	32.01473899
36073648_36074304_Os03g0855500	207.7125661	163.4569474	137.5800628	179.3913899	172.6173327	171.0771325	192.3986194	167.6561331
36107250_36107849_Os03g0856100	394.7523175	317.765185	385.675258	372.9452579	355.9912351	389.0359793	348.5304063	307.5099929
36150872_36151232_Os03g0856700	93.51987573	87.8276135	78.93938029	77.10682548	78.88151108	75.6687317	81.75404593	77.50936808
361704_362604_Os03g0106200	338.6403921	330.5733786	305.9840741	327.3106061	275.0608536	257.438185	258.7853634	253.5904325
36175252_36175370_Os03g0857100	77.76915981	79.89873173	63.15150423	84.18806456	61.97833013	71.55630063	74.37774103	60.65950545
36176452_36176721_Os03g0857200	27.56375285	18.29741948	21.80230503	14.16247815	23.5620098	21.38464157	25.81706713	26.11728707
36177227_36177467_Os03g0857200	16.73513566	22.56681736	28.56853763	19.67010854	22.02535699	20.56215535	22.74360676	23.58980768
36184686_36184894_Os03g0857500	48.23656748	31.7155271	45.86002093	39.34021708	30.73305626	30.43198992	24.58768299	29.48725959
36204022_36204350_Os03g0857900	552.2594767	555.0217242	531.5251606	576.7275824	430.2627877	459.7697937	457.9455956	426.3015244
362223_362584_Os03g0106250	112.2238509	116.4935707	110.5151324	137.6907598	97.83356244	98.6983457	83.59812215	76.66687494
36222981_36223132_Os03g0858100	79.7379993	79.89873173	70.66954045	93.62971666	77.85707587	69.08884199	65.77205199	77.50936808
36228698_36229548_Os03g0858400	175.2267145	173.2155711	169.1558149	185.6858246	187.4716432	220.4263054	207.7659212	177.7660507
36231563_36232916_Os03g0858400	785.5669561	827.0433605	846.5308782	797.0327981	806.2305093	813.4388658	746.2361786	872.822884
36265671_36270295_Os03g0859300	843.647721	894.1338986	899.1571317	894.5965365	892.2830669	876.7703043	879.6243588	931.7974032
36282734_36282881_Os03g0859550	38.39237004	42.69397879	37.59018109	44.06104313	46.0995844	46.05922799	41.184369	56.44703979
36284596_36284798_Os03g0859700	94.50429547	92.70692537	85.70561289	83.40126021	109.1023497	100.3433181	118.0208783	105.3116414
36294567_36294776_Os03g0859900	34.45469106	31.10561312	27.81673401	29.89856498	12.80544011	17.2722105	14.75260979	21.90482141
36296378_36296764_Os03g0860000	173.257875	162.8470334	191.7099236	146.3456075	184.9105552	170.2546463	170.2697047	178.6085438
36297665_36297841_Os03g0860050	58.08076492	43.30389277	38.34198471	33.04578235	48.66067242	28.7870175	40.56967693	44.65213596
36298685_36299071_Os03g0860000	262.8400718	257.3837007	336.8080226	258.8586284	250.9866262	223.7162503	225.5919914	224.945666
3631182_3631510_Os03g0167200	343.5624908	401.3234006	425.5208499	316.2953453	344.2102302	352.0240997	390.3294674	371.5394709
36346039_36346548_Os03g0860900	353.4066883	333.6229485	341.3188443	317.0821497	447.1659686	424.4028865	426.5962998	485.2760436
36346309_36346661_Os03g0861000	314.0298985	300.0776795	296.9624306	287.970389	396.9686434	373.4087412	389.7147753	433.8839626
3638614_3638762_Os03g0167400	54.14308595	31.7155271	33.83116298	36.97980406	21.51313938	25.49707264	21.51422261	18.53484889
36389849_36390090_Os03g0861900	19.68839489	27.44612922	21.05050141	17.30969552	24.58644501	20.56215535	22.12891469	26.9597802
364067_364278_Os03g0106200	76.78474007	72.57976394	82.6983984	68.45197772	73.75933503	56.75154878	72.53366481	76.66687494
364697_366257_Os03g0106200	87.61335726	112.2241728	85.70561289	132.9699337	96.29690963	95.40840084	86.67158252	100.2566826
3646991_3647171_Os03g0167500	48.23656748	48.79311861	55.63346801	46.42145616	42.00184356	46.88171421	44.87252145	48.02210848
364713_365013_Os03g0106100	78.75357956	98.80606519	76.68396943	121.1678686	79.90594629	84.71608006	65.77205199	75.82438181
3656739_3657039_Os03g0167600	12.79745668	7.318967792	6.766232596	11.80206512	13.31765771	13.15977943	21.51422261	15.16487636
3669536_3669746_Os03g0167800	34.45469106	31.7155271	36.83837747	25.17773893	31.24527387	20.56215535	28.27583543	32.85723212
3682431_3683235_Os03g0168200	252.0114546	303.1272494	336.8080226	295.0516281	521.4375213	460.5922799	512.0384982	493.7009749
3683201_3683350_Os03g0168300	97.4575547	105.515119	140.5872773	110.1526078	188.4960784	173.5445912	175.1872413	154.176243
3712893_3713253_Os03g0168900	451.8486627	469.6337667	486.4169433	479.9506484	455.3614503	471.2846007	429.0550681	436.411442
3733387_3733685_Os03g0169500	43.31446876	40.25432286	53.37805715	34.61939103	35.85523231	46.05922799	46.71659767	42.96714969
375349_376310_Os03g0106400	23.62607387	26.22630125	27.06493039	30.68536932	24.58644501	24.67458643	26.43175921	19.37734202
3760519_3760847_Os03g0170200	46.26772799	51.23277454	48.86723542	36.97980406	54.80728367	43.59176935	47.94598182	45.49462909
3784488_3784785_Os03g0170600	138.803184	137.2306461	133.8210447	140.0511728	130.6154891	129.1303356	122.3237229	112.0515865
3836290_3836676_Os03g0171600	188.0241712	157.9677215	181.9364765	191.193455	198.2282129	209.7339846	223.1332231	187.8759683
4002088_4002773_Os03g0174900	302.2168616	335.4526905	339.0634334	291.1176064	441.0193574	412.0655933	464.0925164	443.9938802
407097_407277_Os03g0107000	45.28330825	29.27587117	31.57575212	35.40619537	29.19640345	28.7870175	33.80806411	32.85723212
4073676_4073856_Os03g0176800	8.8597777	7.318967792	7.518036218	7.868043416	5.122176044	9.86983457	12.29384149	5.897451919
409953_410103_Os03g0107000	69.89380186	64.65088216	52.62625353	57.43671694	58.3928069	42.76928314	41.79906108	53.9195604
4133457_4133873_Os03g0178400	246.1049361	227.4979155	227.0446938	225.0260417	147.5186701	168.6096739	168.4256285	171.8685988
4158214_4158512_Os03g0179100	13.78187642	20.12716143	19.54689417	11.01526078	17.41539855	30.43198992	22.74360676	29.48725959
4200351_4200470_Os03g0180100	161.4448381	151.2586677	127.0548121	164.4421074	114.7367434	154.6274083	130.3147198	107.8391208
4203523_4203854_Os03g0180300	162.4292578	158.5776355	177.4256547	162.0816944	177.2272911	176.834536	159.8199394	158.3887087
4237577_4237668_Os03g0180900	64.97170314	54.28234446	57.88887888	55.86310826	192.5938193	167.7871877	179.4900858	165.1286537
4248942_4249352_Os03g0181100	229.3698005	220.7888617	215.7676395	223.452433	608.0022964	610.2847709	642.353218	536.6681246
4291410_4291799_Os03g0181800	116.1615298	100.0258932	110.5151324	135.3303468	108.5901321	117.6155286	108.1858051	104.4691483
4443707_4443828_Os03g0184550	8.8597777	6.709053809	6.014428975	5.507630392	8.707699275	13.15977943	6.761612821	16.84986263
4489019_4489500_Os03g0185500	98.44197445	98.80606519	85.70561289	86.54847758	148.0308877	140.6451426	142.6085613	136.4838873
4525394_4525603_Os03g0186600	162.4292578	121.3728826	119.5367759	121.1678686	145.4697996	134.8877391	126.6265674	146.5938048
4543202_4543350_Os03g0186950	44.2988885	45.13363472	64.65511148	53.50269523	35.3430147	43.59176935	28.89052751	32.85723212
4694813_4695377_Os03g0190000	236.2607387	214.0798079	194.7171381	188.0462377	193.6182545	207.266526	185.0223145	176.9235576
470349_470843_Os03g0107700	113.2082706	109.7845169	105.2525071	115.6602382	340.1124893	333.1069167	328.8602599	311.7224586
4720698_4721114_Os03g0190900	155.5383196	179.3147109	169.9076185	163.6553031	236.6445332	231.1186262	226.8213755	204.7258309
481539_481986_Os03g0107900	61.03402416	67.70045208	72.17314769	63.73115167	74.78377024	53.46160392	56.55167087	72.45440929
4819801_4820358_Os03g0192500	204.7593069	204.9310982	176.6738511	198.2746941	199.2526481	205.6215535	203.4630767	195.4584065
4843640_4843849_Os03g0192900	38.39237004	57.33191437	57.13707526	50.35547787	56.34393648	61.68646606	57.16636294	80.03684747
4843848_4844355_Os03g0192900	161.4448381	180.5345389	202.2351743	156.574064	198.7404305	213.0239295	215.1422261	225.7881592
4857261_4857531_Os03g0193075	187.0397515	195.7823884	181.9364765	155.0004553	214.6191762	240.1659745	226.2066835	219.0482141
4862249_4862604_Os03g0193225	62.0184439	62.82114021	92.47184548	78.68043416	78.88151108	69.08884199	75.60712518	73.29690242
4907773_4908791_Os03g0194400	354.391108	379.9764112	368.3837747	351.7015407	414.8962596	430.16029	405.6967693	447.3638527
4911985_4912104_Os03g0194450	159.4759986	178.0948829	133.8210447	133.7567381	133.6887947	152.1599496	114.947418	120.4765178
4946389_4946748_Os03g0195300	68.90938211	82.94830164	70.66954045	71.59919509	61.97833013	64.97641092	67.61612821	73.29690242
4954409_4954742_Os03g0195475	204.7593069	236.6466253	221.0302648	203.7823245	131.6399243	103.633263	141.9938692	137.3263804
4987966_4988297_Os03g0195800	27.56375285	18.29741948	25.56132314	22.03052157	21.51313938	18.09469671	24.58768299	18.53484889
4987990_4988318_Os03g0195900	27.56375285	19.51724745	22.55410865	22.03052157	24.58644501	19.73966914	20.28483846	17.69235576
4992121_4992362_Os03g0195800	6.890938211	6.099139827	7.518036218	10.22845644	10.75656969	15.62723807	13.52322564	16.84986263
508893_510314_Os03g0108700	2077.125661	2083.466165	2268.943331	1992.975397	1598.631143	1589.865852	1707.614583	1666.451414
5137066_5137336_Os03g0197850	172.2734553	187.2435927	129.310223	162.0816944	139.835406	165.319729	153.6730187	165.1286537
5175167_5175317_Os03g0198500	83.67567828	83.55821563	87.20922013	94.416521	64.02720055	83.07110763	64.54266784	48.86460161
5200217_5200696_Os03g0198900	59.06518467	74.40950589	86.45741651	74.74641246	74.27155264	65.79889713	65.15735991	80.03684747
5263431_5263669_Os03g0200200	21.65723438	15.24784957	12.78066157	9.4416521	23.0497922	26.31955885	19.05545431	20.21983515
5296689_5296987_Os03g0201000	4.922098722	4.269397879	13.53246519	11.01526078	13.82987532	14.80475186	7.99099697	9.267424444
5304032_5304763_Os03g0201200	170.3046158	201.8815283	190.9581199	189.6198463	189.5205136	180.1244809	174.5725492	172.7110919
5313809_5314273_Os03g0201400	23.62607387	31.10561312	34.5829666	32.25897801	35.85523231	27.14204507	36.88152448	46.33712222
5352943_5353391_Os03g0202300	101.3952337	115.8836567	114.2741505	114.8734339	103.4679561	101.9882906	115.56211	103.6266551
5377950_5378485_Os03g0202500	61.03402416	79.89873173	93.97545273	68.45197772	60.95389492	44.41425557	60.85451539	65.71446424
5422147_5422533_Os03g0203200	865.3049554	797.7674893	787.8901957	855.2563194	844.134612	855.3856627	900.5238893	819.7458167
542371_542549_Os03g0109300	45.28330825	54.89225844	58.6406825	52.71589089	37.39188512	37.01187964	39.95498485	39.59717717
5440113_5440294_Os03g0203700	4.922098722	1.829741948	3.007214487	3.147217367	4.60995844	8.224862142	6.146920746	5.897451919
5440143_5440294_Os03g0203700	4.922098722	1.829741948	3.007214487	3.147217367	4.60995844	8.224862142	6.146920746	5.897451919
5467199_5467645_Os03g0204300	1767.033441	1629.690162	1547.211854	1588.557966	1643.706293	1654.842263	1742.652032	1491.212842
5481592_5481742_Os03g0204900	2.953259233	1.219827965	3.759018109	5.507630392	9.732134483	9.86983457	9.22038112	6.73994505
5483404_5484064_Os03g0205000	407.5497742	484.2717022	509.7228556	442.18404	612.1000373	602.882395	569.2048611	637.7673004
5510048_5510337_Os03g0205400	38.39237004	37.81466693	27.06493039	43.27423879	42.51406116	44.41425557	36.2668324	41.28216343
5515379_5515739_Os03g0205400	64.97170314	59.16165632	49.61903904	60.58393431	67.61272378	86.36105249	63.31328369	65.71446424
5520549_5522391_Os03g0205500	230.3542202	228.1078295	199.2279598	227.3864547	239.7178389	217.1363605	194.2426956	232.5281042
5547116_5547506_Os03g0206150	133.8810853	135.4009042	172.914833	132.9699337	92.7113864	110.2131527	92.81850327	110.3666002
557437_557886_Os03g0109400	929.2922388	1036.853771	1056.284089	1016.551209	991.1410645	1021.527878	951.5433315	1147.475645
5595467_5595994_Os03g0206900	361.2820462	386.075551	422.5136355	395.7625838	415.9206948	459.7697937	449.9545986	502.9683994
