	CK_Input_1	CK_Input_2	CK_Input_3	CK_Input_4	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_Input_1	RSV_Input_2	RSV_Input_3	RSV_Input_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
39070216_39070331_Os01g0898600	4.5929477	0	6.346906535	2.445838691	1.968839489	3.049569913	6.014428975	4.72082605	5.649843144	2.895913367	6.681436564	1.636178637	6.146611253	9.047348356	6.761612821	5.897451919
39094293_39095307_Os01g0899000	143.5296156	129.545545	147.0366681	128.4065313	95.48871522	68.92028004	76.68396943	77.89362982	137.0086962	136.1079283	167.0359141	135.8028268	82.97925191	69.08884199	70.68958858	73.29690242
39102334_39102742_Os01g0899200	196.3485142	200.4546854	198.8697381	221.3484015	164.3980973	184.8039367	143.5944918	189.6198463	90.39749031	83.98148765	106.902985	80.17275319	85.02812233	95.40840084	90.35973497	94.3592307
39137561_39138011_Os01g0899700	22.9647385	27.27274631	28.56107941	26.9042256	32.48585157	31.10561312	22.55410865	33.04578235	29.66167651	17.3754802	11.69251399	13.08942909	25.09866262	28.7870175	25.20237506	21.06232828
392082_392549_Os01g0107400	98.74837555	128.1819077	106.8395933	119.8460959	117.1459496	115.2737427	160.8859751	137.6907598	127.1214707	147.6915817	118.595499	124.3495764	129.5910539	145.5800599	127.8559515	145.7513117
39216747_39217025_Os01g0900900	105.6377971	100.9091613	85.68323822	80.7126768	61.03402416	72.57976394	53.37805715	66.87836904	52.26104908	82.53353096	33.40718282	31.0873941	40.97740835	45.23674178	39.34029278	48.02210848
39246831_39247128_Os01g0901300	25.26121235	47.72730604	32.79235043	34.24174167	34.45469106	35.37501099	30.07214487	28.3249563	28.24921572	18.82343689	18.37395055	21.27032228	27.14753303	29.60950371	19.05545431	30.32975273
39256378_39256494_Os01g0901550	74.63540013	81.81823893	48.65961677	52.58553185	102.3796534	98.19615121	95.47905997	92.05610797	60.7358138	68.05396413	78.50687963	70.35568138	107.5656969	109.3906665	103.8829606	101.9416689
39261131_39261250_Os01g0901650	40.18829238	46.36366873	58.17997657	46.47093513	58.08076492	65.87071013	63.90330785	54.28949957	81.92272559	114.388578	121.9362173	85.0812891	87.07699275	105.2782354	98.96542402	102.784162
39271014_39271670_Os01g0901950	1083.935657	1122.273511	1098.014831	1070.054427	708.782216	670.295467	636.0258641	748.2509289	724.5923833	802.1680027	960.4565061	909.715322	514.7786924	494.3142147	440.7342175	462.5287291
39279842_39280023_Os01g0902000	141.2331418	159.5455659	134.342855	127.1836119	46.26772799	50.01294658	56.38527164	62.94434733	179.3825198	183.8904988	233.8502798	235.6097237	100.3946505	78.13619035	94.04788742	94.3592307
39295859_39296595_Os01g0902200	195.2002773	195.0001361	198.8697381	204.2275307	468.5837984	505.6186916	490.927765	427.2347575	121.4716276	141.899755	162.0248367	148.8922559	324.7459612	347.0891824	320.869263	347.9496632
39367878_39368304_Os01g0904400	117.1201664	114.5455345	130.111584	127.1836119	67.92496237	85.38795757	63.90330785	49.56867352	64.97319616	69.50192081	106.902985	88.35364638	56.85615409	52.63911771	50.40475012	42.96714969
39374965_39375265_Os01g0904500	19.52002773	31.36365826	25.38762614	18.34379018	30.51701208	29.27587117	23.30591228	22.81732591	19.774451	33.30300372	25.05538712	17.997965	23.0497922	23.85210021	33.80806411	37.06969778
3940147_3940506_Os01g0176500	199.793225	197.7274108	177.713383	221.3484015	138.803184	120.7629686	124.0475976	104.6449774	105.934559	117.2844914	170.3766324	155.4369705	65.05163576	82.24862142	68.84551236	53.9195604
39437967_39438517_Os01g0906000	73.4871632	83.18187625	87.79887373	89.27311222	110.2550114	104.295291	112.7705433	95.99012968	60.7358138	57.91826734	51.78113337	45.81300183	67.61272378	64.15392471	72.53366481	89.30427191
39467659_39468286_Os01g0906600	214.720305	173.1819391	213.6791867	183.4379018	332.7338736	362.2889057	424.7690463	336.7522582	225.9937258	221.5373726	198.7727378	211.0670441	313.4771739	336.3968616	308.5754215	366.4845121
39491680_39492098_Os01g0907300	211.2755942	162.2728405	195.6962848	196.8900146	404.596515	447.6768633	464.6146383	385.5341274	223.1688042	231.6730694	175.3877098	251.97151	524.5108269	509.9414528	478.8451261	517.2907826
39499669_39499938_Os01g0907400	42.48476623	57.27276725	63.46906535	48.91677382	85.64451777	65.26079615	81.19479116	73.95960811	56.49843144	47.78257056	56.7922108	26.17885819	73.75933503	69.08884199	71.30428066	69.92692989
3953297_3953537_Os01g0176700	44.78124008	55.90912994	57.12215881	66.03764465	41.34562927	39.03449489	36.83837747	34.61939103	50.8485883	44.88665719	50.11077423	67.0833241	25.09866262	32.07696235	29.50521958	18.53484889
3953815_3954140_Os01g0176751	35.59534468	50.45458067	52.89088779	42.80217709	41.34562927	31.10561312	28.56853763	22.81732591	29.66167651	46.33461387	40.08861939	55.63007365	21.00092178	25.49707264	21.51422261	11.79490384
39548215_39548599_Os01g0908200	375.4734745	394.0911842	403.028565	387.6654325	316.9831577	310.4462172	263.8830713	306.0668889	588.9961478	537.1919296	577.9442628	513.7600919	470.7279784	498.4266458	494.8271201	492.8584818
39552868_39553561_Os01g0908500	515.5583793	523.6367292	524.6776069	513.6261251	267.7621705	283.6100019	260.1240531	270.6606935	508.485883	496.6491425	517.8113337	521.9409851	242.2789269	249.2133229	245.2621378	238.4255561
39590832_39591239_Os01g0909100	39.04005545	49.09094336	44.42834574	30.57298364	62.0184439	58.55174234	74.42855856	67.66517338	55.08597066	57.91826734	23.38502798	44.17682319	66.07607097	54.28409014	57.78105502	61.50199858
39614040_39614338_Os01g0909400	113.6754556	103.636436	100.4926868	92.94187025	84.66009803	78.67890376	71.42134407	71.59919509	93.22241188	72.39783418	138.6398087	160.3455064	45.07514919	49.34917285	60.23982331	39.59717717
39617199_39617410_Os01g0909500	207.8308834	201.8183227	174.5399297	179.7691438	85.64451777	76.23924783	99.23807808	81.82765153	194.9195885	199.8180223	247.2131529	204.5223296	89.12586316	96.23088706	90.35973497	91.83175131
39618458_39619297_Os01g0909500	327.2475236	240.0001675	281.379523	265.373498	162.4292578	184.8039367	210.5050141	184.8990203	285.3170788	264.9760731	340.7532648	309.2377623	202.8381713	193.2842603	217.6009944	211.4657759
39618458_39619297_Os01g0909600	347.9157883	270.0001885	320.51878	277.6026914	177.195554	203.7112702	212.760425	203.7823245	310.7413729	314.2066003	370.8197293	332.1442632	219.7413523	219.6038192	242.8033695	227.4731454
39620253_39620583_Os01g0909600	270.9839143	261.8183646	236.9511773	215.2338048	119.1147891	145.1595279	136.8282592	142.4115858	235.8809513	267.8719865	292.3128497	273.2418323	142.396494	165.319729	157.9758632	132.2714216
39620255_39622677_Os01g0909500	641.8644411	676.3641085	608.2452096	609.013834	407.5497742	428.7695298	421.0100282	425.6611488	651.1444224	681.987598	773.3762823	785.3657456	422.5795236	490.2017836	446.8811383	417.0341
39654633_39654901_Os01g0910200	10.33413233	17.7272851	17.98290185	29.35006429	39.37678978	25.61638727	27.81673401	28.3249563	26.83675494	20.27139357	15.03323227	27.81503682	21.00092178	24.67458643	28.27583543	16.00736949
39670474_39670653_Os01g0910400	2.29647385	6.818186578	2.115635512	4.891677382	0	3.659483896	6.014428975	2.360413025	4.237382358	0	3.340718282	0	8.19548167	7.402375928	7.376304896	10.95241071
39736058_39736715_Os01g0911800	197.4967511	185.4546749	199.9275558	177.3233051	371.1262437	396.4440887	445.8195477	349.3411277	216.1065003	199.8180223	203.7838152	214.3394014	421.0428708	452.3674178	394.0176198	417.8765931
39811813_39815584_Os01g0913400	234.2403327	199.0910481	234.8355418	206.6733694	196.8839489	179.9246249	226.2928902	204.5691288	186.4448238	183.8904988	232.1799206	211.0670441	220.7657875	213.8464157	205.921845	207.2533103
39814612_39815176_Os01g0913300	35.59534468	60.00004188	71.93160739	48.91677382	46.26772799	57.33191437	87.96102375	71.59919509	60.7358138	50.67848392	53.45149252	57.26625228	46.611802	59.21900742	60.23982331	65.71446424
39825958_39826647_Os01g0913800	97.60013863	118.6364465	116.3599531	106.3939831	92.53545598	96.97632324	76.68396943	87.33528192	104.5220982	152.0354518	93.5401119	155.4369705	110.6390025	93.76342842	97.12134779	90.14676504
3984372_3984820_Os01g0177100	10.33413233	10.90909852	13.75163083	17.12087084	31.50143182	30.49569913	23.30591228	29.89856498	7.06230393	7.239783418	10.02215485	4.90853591	29.70862105	14.80475186	27.04645128	35.38471151
39846393_39846627_Os01g0914400	39.04005545	36.81820752	34.90798594	37.91049971	44.2988885	29.27587117	25.56132314	47.2082605	36.72398044	14.47956684	23.38502798	13.08942909	21.51313938	15.62723807	16.59668602	19.37734202
39879799_39880574_Os01g0915300	143.5296156	148.6364674	145.9788503	136.9669667	98.44197445	125.0323664	153.3679389	127.4623033	122.8840884	110.0447079	135.2990904	181.6158287	116.2733962	121.7279597	105.1123448	105.3116414
39880752_39881467_Os01g0915300	214.720305	200.4546854	206.2744624	237.246353	297.2947628	310.4462172	327.7863791	350.9147364	196.3320493	204.1618924	210.4652518	261.7885819	359.0645407	394.7933828	380.4943942	355.5321014
39919833_39920281_Os01g0915900	246.8709389	233.181981	226.3729997	212.7879661	199.8372081	182.9741948	185.6954946	214.7975853	336.1656671	330.1341238	424.2712218	340.3251564	320.6482204	311.7222752	295.6668879	315.0924311
39958751_39959622_Os01g0916700	204.3861727	208.6365093	218.9682754	215.2338048	191.9618502	179.9246249	202.2351743	176.2441725	220.3438826	240.3608095	222.1577658	206.1585082	204.8870418	213.8464157	206.5365371	183.6635026
39991965_39992264_Os01g0917200	49.37418778	34.09093289	48.65961677	62.36888662	45.28330825	58.55174234	45.10821731	43.27423879	42.37382358	33.30300372	60.13292908	55.63007365	48.66067242	47.70420042	50.40475012	44.65213596
40106718_40106898_Os01g0919400	90.71071708	91.36370014	100.4926868	107.6169024	66.94054263	70.75002199	72.92495132	70.02558641	88.98502952	92.66922775	128.6176539	112.8963259	78.36929347	69.08884199	73.76304896	62.34449171
40157263_40157441_Os01g0920000	47.07771393	42.27275678	51.83307003	41.57925774	34.45469106	29.88578515	33.07935936	24.39093459	69.21057852	69.50192081	75.16616135	83.44511047	29.19640345	45.23674178	30.11991166	24.43230081
40169498_40170157_Os01g0920100	1392.81139	1463.18284	1480.944858	1406.357247	1495.333592	1501.608225	1483.308546	1515.385162	2104.566571	1980.804743	2146.411496	2130.304585	2052.455941	1916.392879	1874.810828	1859.382341
40194678_40194941_Os01g0920500	33.29887083	28.63638363	22.21417287	34.24174167	35.4391108	29.27587117	24.0577159	29.11176064	31.07413729	39.09483046	43.42933767	39.26828728	52.24619565	31.25447614	38.11090863	40.4396703
40228482_40229111_Os01g0921200	226.2026742	229.091069	213.6791867	229.9088369	655.6235498	672.7351229	750.3000146	635.7379081	272.6049317	278.0076832	314.0275185	263.4247605	705.8358589	748.4624549	704.4371175	796.156009
40237981_40238278_Os01g0921400	104.4895602	102.2727987	107.8974111	113.7314991	158.4915789	133.5711622	155.6233497	166.0157161	112.9968629	146.243625	121.9362173	111.2601473	177.2272911	161.207298	175.8019333	209.7807897
40275540_40275960_Os01g0922000	43.63300315	43.6363941	43.37052799	34.24174167	45.28330825	50.62286056	46.61182455	51.92908655	40.9613628	40.54278714	43.42933767	31.0873941	47.63623721	44.41425557	39.95498485	34.54221838
40372419_40372684_Os01g0923000	107.934271	100.9091613	120.5912242	89.27311222	79.7379993	65.26079615	62.39970061	64.51795601	73.44796088	81.08557428	81.84759792	53.99389501	69.14937659	42.76928314	52.86351842	69.92692989
40388758_40389177_Os01g0923300	493.7418778	519.5458172	491.8852564	501.3969316	705.8289568	797.7674893	876.603023	808.0480589	411.0260887	482.1695756	481.0634326	512.1239133	723.2512574	760.7997481	766.5210171	832.3832137
40409071_40409611_Os01g0923700	388.1040807	391.3639096	436.8787331	437.8051257	285.4817259	283.000088	258.6204459	285.609976	388.4267162	335.9259506	567.922108	541.5751287	275.5730712	282.9352577	299.3550403	270.4402951
40446192_40446341_Os01g0923900	107.934271	103.636436	110.0130466	136.9669667	74.81590058	76.23924783	87.96102375	84.9748689	111.5844021	97.0130978	98.55118933	150.5284346	66.58828857	81.4261352	79.29527763	88.46177878
40477478_40477748_Os01g0924400	478.8147977	474.5457858	502.463434	456.1489158	254.9647138	237.2565393	237.5699445	242.3357372	475.9992849	417.0115249	544.53708	533.3942355	219.7413523	196.5742052	239.115217	177.7660507
40501265_40501474_Os01g0924900	575.2666994	497.7276202	522.5619714	558.8741409	274.6531087	254.9440448	233.8109264	247.8433676	487.2989712	441.6267885	497.7670241	494.1259483	207.4481298	222.893764	215.1422261	214.8357485
40541010_40542024_Os01g0925000	412.2170561	443.1821275	393.5082052	408.4550614	541.4308595	567.2200039	560.8455019	541.3213871	437.8628437	437.2829184	521.152052	397.5914087	485.582289	523.1012322	482.5332786	481.9060711
40565854_40566329_Os01g0925200	440.9229792	484.091247	466.4976303	426.7988515	822.9749064	848.3903499	872.8440049	820.6369283	679.3936381	564.7031066	631.3957553	548.1198433	1028.020732	996.0308054	1051.73814	1073.336249
4057211_4057451_Os01g0178000	303.1345482	355.9093394	312.056238	350.9778521	183.1020725	185.4138507	184.1918873	221.09202	265.5426278	282.3515533	282.2906948	258.5162246	210.0092178	188.349343	196.7014639	203.0408446
40572821_40572938_Os01g0925400	105.6377971	95.45461209	112.1286821	102.725225	58.08076492	67.09053809	51.12264628	50.35547787	135.5962355	89.77331438	135.2990904	109.6239687	53.78284846	55.92906256	49.79005805	53.07706727
40585478_40585862_Os01g0925700	158.4566957	137.7273689	122.7068597	114.9544185	93.51987573	90.87718342	102.2452926	116.4470426	216.1065003	192.5782389	200.4430969	152.1646132	159.299675	176.834536	169.0403205	180.2935301
40609725_40610311_Os01g0926200	135.4919572	98.18188672	119.5334064	119.8460959	171.2890355	197.6121304	185.6954946	205.3559332	161.0205296	117.2844914	140.3101679	142.3475414	217.1802643	221.2487916	192.3986194	236.7405699
40613292_40613442_Os01g0926350	757.8363705	790.909643	868.4683775	881.724848	404.596515	429.3794438	421.7618318	391.8285621	1617.2676	1495.739254	1097.425956	1068.42465	754.4965313	768.202124	781.8883189	684.9469157
40613300_40613449_Os01g0926300	986.3355186	1022.727987	1078.974111	1082.283621	499.1008105	549.5324984	536.0359824	511.4228221	2011.344159	1862.072295	2295.07346	2532.80453	963.9935315	972.1787051	964.4518651	861.8704733
40615783_40615964_Os01g0926400	79.22834783	68.18186578	101.5505046	78.26683811	56.11192544	56.72200039	56.38527164	51.14228221	70.6230393	63.71009408	53.45149252	55.63007365	52.24619565	35.36690721	37.49621655	61.50199858
4062404_4063188_Os01g0178100	176.8284865	173.1819391	159.7304811	172.4316277	230.3542202	242.7457651	265.3866785	247.0565633	182.2074414	199.8180223	163.6951958	176.7072928	286.3296409	255.7932126	248.9502902	276.3377471
40730357_40730507_Os01g0928100	111.3789817	154.0910167	161.8461166	165.0941116	87.61335726	81.11855969	94.72725635	61.37073865	148.3083825	102.8049245	150.3323227	143.98372	63.00276534	69.9113282	82.98343008	56.44703979
40741047_40741452_Os01g0928300	124.0095879	145.9091928	113.1864999	150.4190795	77.76915981	87.8276135	97.73447084	101.4977601	121.4716276	127.4201882	155.3434001	147.2560773	121.9077898	112.6806113	81.75404593	116.2640521
40743281_40743667_Os01g0928300	80.37658475	55.90912994	86.74105598	66.03764465	157.5071591	143.9396999	148.1053135	158.1476727	60.7358138	56.47031066	61.80328822	73.62803865	139.835406	152.9824358	135.8469485	149.1212842
40744091_40744269_Os01g0928400	9.1858954	13.63637316	8.462542046	6.114596727	11.81303693	13.41810762	16.53967968	9.4416521	4.237382358	5.791826734	0	6.544714547	6.146611253	4.934917285	4.302844522	8.424931313
40778099_40778308_Os01g0928800	107.934271	102.2727987	118.4755886	134.521128	52.17424646	57.94182835	63.15150423	56.6499126	151.1333041	146.243625	165.365555	196.3414364	76.83264066	75.6687317	81.75404593	74.13939555
40786740_40786948_Os01g0929200	455.8500592	469.0912365	443.2256397	437.8051257	438.0667863	411.6919383	405.2221522	436.6764096	387.0142554	389.5003479	434.2933767	484.3088764	391.3342498	401.3732725	370.659321	370.6969778
40794301_40794600_Os01g0929500	37.89181853	31.36365826	30.67671492	22.01254822	36.42353055	45.7435487	28.56853763	27.53815196	39.54890201	31.85504704	30.06646454	32.72357273	28.68418585	37.83436585	30.73460373	36.22720464
40858426_40858816_Os01g0931100	341.0263667	373.6366245	346.9642239	363.2070456	345.5313303	348.2608841	348.8368805	332.0314322	364.4148828	340.2698206	227.1688432	258.5162246	317.0626971	318.3021649	304.2725769	334.4697731
40931111_40931647_Os01g0933200	2319.438589	2176.365156	2308.158343	2409.15111	1632.167936	1416.220268	1375.048824	1502.009488	2039.593375	1889.583472	2492.175839	2511.534207	1243.664343	1267.451256	1217.705	1133.153262
40938837_40939088_Os01g0933400	18.3717908	28.63638363	27.50326165	23.23546756	14.76629617	21.95690338	26.31312676	36.19299972	18.36199022	28.95913367	28.3961054	24.54267955	13.31765771	27.96453128	25.81706713	18.53484889
4094339_4094814_Os01g0178700	9.1858954	24.54547168	12.69381307	17.12087084	42.33004901	35.98492498	34.5829666	35.40619537	31.07413729	36.19891709	25.05538712	29.45121546	46.0995844	51.81663149	46.71659767	58.97451919
40947071_40947606_Os01g0933600	718.7963151	643.6368129	660.0782796	649.3701724	947.9962139	1049.661964	987.8699591	943.3784056	627.132589	561.8071932	567.922108	544.847486	906.6251598	834.0010212	827.3755325	941.9073207
40973439_40973618_Os01g0934100	214.720305	195.0001361	190.407196	182.2149825	115.1771101	98.19615121	96.23086359	129.8227164	488.711432	445.9706585	312.3571594	345.2336923	190.5449488	184.236912	201.6190005	211.4657759
40989359_40990987_Os01g0934300	262.9462558	222.2728824	217.9104577	238.4692724	181.133233	171.9957431	170.6594222	147.9192162	223.1688042	253.3924196	312.3571594	305.9654051	156.2263693	171.0771325	171.4990888	152.4912568
